Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
107917,124947,2-3 times a month,Before exercise,To enhance sports performance,No,Positive,Healthy,Yes,5,Health concerns,Cola-Coka,Brand reputation,Wider range of flavors,Vitamins,Yes,No,Other,Eco-friendly design,No,100-150,Other,Social outings/parties
107918,124948,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Positive,Not sure,Yes,4,Health concerns,CodeX,Effectiveness,Reduced sugar content,Guarana,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
107919,124949,2-3 times a week,Before exercise,To enhance sports performance,Yes,Positive,Effective,Yes,5,Not available locally,Cola-Coka,Taste/flavor preference,Healthier alternatives,Guarana,No,No,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Driving/commuting
107920,124950,2-3 times a month,For mental alertness,Other,Yes,Positive,Effective,No,5,Not interested in energy drinks,Blue Bull,Brand reputation,Healthier alternatives,Guarana,No,Yes,Outdoor billboards,Compact and portable cans,No,Above 150,Other,Social outings/parties
107921,124951,2-3 times a week,Before exercise,To combat fatigue,Yes,Positive,Not sure,No,1,Unfamiliar with the brand,Others,Effectiveness,Wider range of flavors,Caffeine,Yes,Not Sure,Online ads,Innovative bottle design,No,50-99,Supermarkets,Other
107922,124952,2-3 times a month,For mental alertness,To combat fatigue,No,Neutral,Effective,No,3,Health concerns,Gangster,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Supermarkets,Sports/exercise
107923,124953,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,No,1,Unfamiliar with the brand,CodeX,Taste/flavor preference,More natural ingredients,Guarana,No,No,Online ads,Eco-friendly design,No,100-150,Gyms and fitness centers,Studying/working late
107924,124954,2-3 times a week,For mental alertness,To enhance sports performance,No,Neutral,Healthy,No,2,Health concerns,Cola-Coka,Other,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Social outings/parties
107925,124955,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Negative,Healthy,No,3,Not available locally,Gangster,Availability,Healthier alternatives,Sugar,No,Not Sure,Other,Innovative bottle design,No,50-99,Gyms and fitness centers,Studying/working late
107926,124956,2-3 times a week,Before exercise,To boost performance,No,Neutral,Effective,No,2,Unfamiliar with the brand,CodeX,Availability,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Social outings/parties
107927,124957,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,No,4,Not interested in energy drinks,Others,Availability,Wider range of flavors,Vitamins,Yes,Not Sure,TV commercials,Compact and portable cans,No,50-99,Local stores,Sports/exercise
107928,124958,2-3 times a week,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,No,3,Unfamiliar with the brand,Bepsi,Brand reputation,Wider range of flavors,Guarana,No,Yes,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Studying/working late
107929,124959,Daily,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,No,2,Not interested in energy drinks,Sky 9,Brand reputation,Wider range of flavors,Vitamins,Yes,Yes,Other,Innovative bottle design,No,100-150,Supermarkets,Studying/working late
107930,124960,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Effective,No,5,Health concerns,Cola-Coka,Effectiveness,Healthier alternatives,Caffeine,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
107931,124961,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,1,Other,Blue Bull,Effectiveness,Wider range of flavors,Guarana,Yes,No,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
107932,124962,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,1,Not available locally,Bepsi,Other,Healthier alternatives,Sugar,Yes,Not Sure,TV commercials,Collectible packaging,No,100-150,Supermarkets,Sports/exercise
107933,124963,2-3 times a week,For mental alertness,Increased energy and focus,No,Positive,Healthy,No,3,Health concerns,Bepsi,Other,Wider range of flavors,Caffeine,No,No,Outdoor billboards,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
107934,124964,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,Yes,1,Not available locally,CodeX,Availability,Other,Sugar,No,Yes,Outdoor billboards,Eco-friendly design,No,50-99,Supermarkets,Studying/working late
107935,124965,Rarely,To stay awake during work/study,To combat fatigue,No,Negative,Not sure,No,5,Not interested in energy drinks,Bepsi,Brand reputation,Reduced sugar content,Guarana,Yes,No,TV commercials,Innovative bottle design,Yes,Above 150,Local stores,Sports/exercise
107936,124966,Rarely,Throughout the day,Increased energy and focus,Yes,Positive,Effective,No,5,Health concerns,Bepsi,Brand reputation,Wider range of flavors,Caffeine,No,Yes,Online ads,Other,No,100-150,Local stores,Other
107937,124967,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,5,Health concerns,Others,Brand reputation,More natural ingredients,Sugar,Yes,Yes,Outdoor billboards,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late
107938,124968,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Not sure,No,2,Not available locally,Cola-Coka,Brand reputation,Healthier alternatives,Caffeine,No,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late
107939,124969,Daily,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,3,Not available locally,CodeX,Brand reputation,More natural ingredients,Vitamins,No,No,Online ads,Innovative bottle design,No,50-99,Supermarkets,Driving/commuting
107940,124970,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Dangerous,No,5,Health concerns,Bepsi,Other,More natural ingredients,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
107941,124971,Once a week,Before exercise,Increased energy and focus,No,Positive,Effective,Yes,3,Health concerns,Gangster,Brand reputation,More natural ingredients,Caffeine,No,Yes,Online ads,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
107942,124972,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Positive,Effective,No,3,Not available locally,Others,Availability,More natural ingredients,Sugar,No,Yes,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
107943,124973,Daily,To stay awake during work/study,To boost performance,No,Negative,Dangerous,No,5,Health concerns,Bepsi,Taste/flavor preference,Other,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,Above 150,Online retailers,Studying/working late
107944,124974,2-3 times a month,Throughout the day,Increased energy and focus,No,Positive,Not sure,No,4,Other,Blue Bull,Availability,Reduced sugar content,Sugar,No,No,TV commercials,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late
107945,124975,2-3 times a week,For mental alertness,To enhance sports performance,No,Neutral,Not sure,No,3,Not interested in energy drinks,Sky 9,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Collectible packaging,Yes,50-99,Supermarkets,Sports/exercise
107946,124976,Once a week,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,No,3,Not available locally,Others,Availability,Reduced sugar content,Guarana,No,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Social outings/parties
107947,124977,Rarely,For mental alertness,Increased energy and focus,No,Negative,Healthy,Yes,4,Not available locally,Bepsi,Effectiveness,Other,Vitamins,Yes,Yes,Outdoor billboards,Collectible packaging,Not Sure,Above 150,Online retailers,Social outings/parties
107948,124978,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,No,3,Not interested in energy drinks,Cola-Coka,Other,Reduced sugar content,Vitamins,No,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Online retailers,Studying/working late
107949,124979,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,No,3,Not interested in energy drinks,Bepsi,Availability,Reduced sugar content,Vitamins,Yes,Not Sure,TV commercials,Eco-friendly design,Yes,100-150,Supermarkets,Social outings/parties
107950,124980,2-3 times a week,Throughout the day,To boost performance,No,Positive,Dangerous,No,1,Other,Blue Bull,Brand reputation,Reduced sugar content,Caffeine,No,No,Online ads,Innovative bottle design,No,100-150,Online retailers,Studying/working late
107951,124981,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Effective,Yes,4,Not interested in energy drinks,Blue Bull,Taste/flavor preference,More natural ingredients,Sugar,No,No,Online ads,Compact and portable cans,No,50-99,Local stores,Driving/commuting
107952,124982,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,No,5,Health concerns,Sky 9,Effectiveness,Other,Sugar,No,Yes,Print media,Eco-friendly design,No,50-99,Supermarkets,Social outings/parties
107953,124983,Daily,Before exercise,Other,No,Positive,Healthy,No,4,Unfamiliar with the brand,Sky 9,Taste/flavor preference,More natural ingredients,Vitamins,No,Yes,Outdoor billboards,Compact and portable cans,Not Sure,Above 150,Supermarkets,Studying/working late
107954,124984,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Dangerous,Yes,4,Health concerns,Sky 9,Availability,More natural ingredients,Caffeine,Yes,Yes,Print media,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
107955,124985,Once a week,Throughout the day,To boost performance,Yes,Neutral,Not sure,Yes,3,Not available locally,CodeX,Other,More natural ingredients,Sugar,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late
107956,124986,2-3 times a week,Before exercise,Increased energy and focus,Yes,Positive,Effective,No,3,Other,Bepsi,Brand reputation,Reduced sugar content,Vitamins,No,Yes,Online ads,Compact and portable cans,No,100-150,Local stores,Studying/working late
107957,124987,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Dangerous,Yes,5,Unfamiliar with the brand,Gangster,Other,More natural ingredients,Guarana,No,No,Outdoor billboards,Other,Not Sure,Above 150,Supermarkets,Sports/exercise
107958,124988,2-3 times a month,Throughout the day,To enhance sports performance,No,Neutral,Healthy,No,3,Health concerns,Bepsi,Effectiveness,Healthier alternatives,Caffeine,Yes,Yes,Outdoor billboards,Collectible packaging,Yes,Below 50,Gyms and fitness centers,Social outings/parties
107959,124989,Daily,Before exercise,To boost performance,No,Neutral,Dangerous,Yes,3,Other,Gangster,Availability,Reduced sugar content,Guarana,No,Yes,Other,Collectible packaging,No,Above 150,Online retailers,Studying/working late
107960,124990,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,Yes,5,Not available locally,Blue Bull,Other,Healthier alternatives,Guarana,No,Not Sure,TV commercials,Compact and portable cans,No,50-99,Online retailers,Studying/working late
107961,124991,2-3 times a month,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Health concerns,Blue Bull,Brand reputation,Reduced sugar content,Vitamins,No,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Social outings/parties
107962,124992,Rarely,Throughout the day,To enhance sports performance,No,Neutral,Healthy,Yes,5,Health concerns,Gangster,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Online ads,Innovative bottle design,Yes,Above 150,Supermarkets,Studying/working late
107963,124993,Once a week,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,2,Not interested in energy drinks,Bepsi,Taste/flavor preference,Other,Caffeine,No,No,Other,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
107964,124994,Rarely,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,Yes,1,Other,CodeX,Taste/flavor preference,More natural ingredients,Vitamins,Yes,Yes,Outdoor billboards,Collectible packaging,No,Above 150,Online retailers,Sports/exercise
107965,124995,2-3 times a week,Before exercise,To enhance sports performance,Yes,Neutral,Dangerous,No,3,Health concerns,Gangster,Effectiveness,Other,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
107966,124996,Once a week,Before exercise,To enhance sports performance,No,Positive,Effective,Yes,4,Health concerns,Cola-Coka,Brand reputation,More natural ingredients,Guarana,Yes,Not Sure,Print media,Eco-friendly design,No,Above 150,Other,Studying/working late
107967,124997,Daily,To stay awake during work/study,Other,Yes,Neutral,Not sure,No,5,Not available locally,Cola-Coka,Brand reputation,Healthier alternatives,Caffeine,No,No,Outdoor billboards,Innovative bottle design,Yes,Above 150,Gyms and fitness centers,Sports/exercise
107968,124998,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Not sure,No,5,Other,Blue Bull,Other,More natural ingredients,Vitamins,Yes,No,Online ads,Innovative bottle design,Yes,50-99,Other,Other
107969,124999,2-3 times a week,Before exercise,To combat fatigue,Yes,Positive,Dangerous,No,4,Unfamiliar with the brand,Sky 9,Availability,More natural ingredients,Vitamins,Yes,No,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Sports/exercise
107970,125000,Once a week,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,Yes,3,Health concerns,Sky 9,Effectiveness,Reduced sugar content,Caffeine,No,No,Print media,Collectible packaging,No,Above 150,Supermarkets,Studying/working late
107971,125001,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,5,Not available locally,Cola-Coka,Availability,More natural ingredients,Vitamins,Yes,Yes,Online ads,Collectible packaging,Yes,100-150,Local stores,Sports/exercise
107972,125002,Once a week,To stay awake during work/study,To enhance sports performance,No,Negative,Healthy,Yes,4,Other,Bepsi,Brand reputation,More natural ingredients,Guarana,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Other,Social outings/parties
107973,125003,Once a week,For mental alertness,Increased energy and focus,No,Neutral,Effective,Yes,3,Not interested in energy drinks,Bepsi,Brand reputation,Reduced sugar content,Guarana,Yes,No,Online ads,Compact and portable cans,Yes,Below 50,Online retailers,Sports/exercise
107974,125004,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Health concerns,Sky 9,Brand reputation,More natural ingredients,Caffeine,Yes,Yes,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
